judul,artis,lirik
KEKRO - Poignée de Punchlines pour Give me five prod.,Give Me Five Prod,kekro  poigne de punchlines pour give me five prod j'assomme ce tas d'ne  crois pas que c'est rosedes mecs bal d'hro pas d'hros la jason stathamqu'est ce qu'il restera  j'ai pouss sur l'bton cradel o les rves s'fanent o le dsespoir t'pte ton crnemonde de putas c'est sincre et brutalpas d'tincelle dans les yeux c'est bec bunzen et butaneviens on parle enchant  mais connard garde tes dramesj'ai dj l'crne mcra en chantier comme la cathdralej'dcris lille et naitour on fait qu'trimer on touffej'cris que c'est gris mec dprim on l'est tousils sortent d'o qu'rapper c'est cool l'tat m'crase c'est grave et cradela rime sort tout droit des goutsla ralit m'bouffe c'est cheum gore de la voir hein mais des mecs s'bougent et les jeunes donnent de la voixpas de petit smile tant qu'il n'y aura pas l'bonheurputain dis lui qu'il se magne bien sr que j'me tord de l'avoirpas d'rime bas d'gamme mon gros j'sais que chaque dit pseconfond pas un tag au tipex et un fat cap en chromej'suis qu'un vagabond j'vis quand les gens dormentj'gratte des couplets pas pour qu'les brigands les chantonnentj'reste dans l'ombre comme la scred connexionle rire tant l'ont a fait tempslong qu'dans ma sphre j'colre j'sombrequ'j'essaie de zapper tout ce qui m'rend trop videtout ce qui m'laisse hsmais comme une vhs le film se rembobineen gros je vis l'seum arbore mtro ville seultout va trop vite trop d'vice dans mon rtroviseuren juxtaposition on repose sur les autresdrle  on s'appelle tous gros on a qu'la peau sur les osc'est cuit l'taro dresse le sang la faim les tankssurveille les aiguilles d'ta rolex a sent la fin des tempspas sr qu'les gars ralisent l l'tat la mise largeprpare une guerre l'islam pour deux carabines slaveles flammes montent garonj'vois l'enfer de prs brul au troisime degrj'ai l'coeur en dfragmentationviens on sort j'ferai pas le bob gars ce soirl'alarme sonne alors ne me demande pas quoi que ce soitj'rentre rrbou tu verras kekro dgmme en chien j'tiendrai debout tant qu'il y aura des croquettesqu'ils disent qu'on va nulle part qu'il y a wallousous les parka des loups le chaperon rouge ferai dix secondesc'est sans artifice que j'laisse sonner l'tat d'mela prod en sacrifice coute rsonner les tamtamj'dcroche un cassette se taper cinq tazheureusement que j'ai mes proches cacedd stab et syntaxles mmes zones tu trouveras la peine l'adresse cous'c'est pas la belle prose qui touffera l'appel la rescoussenan m'aidez pas j'griffe mille phases en kiffant rien calecimer dpar give me  frankee franz la camdsol si tout est grisvoil je lleca ma poignej'me fous que les groupies crientj'veux voir mes gars l'aboyerj'gratte la basse meurt j'amasse des cernesj'me fous que mon blaze vive la base j'veux que la blase dcdetout est gris voilje lleca ma poignej'me fous que les groupies crientj'veux voir mes gars l'aboyeron se noie lc'est a de natrej'gratte comme un maladece qui me broie l'me voil les  lettresc'est vide sans thune c'est troubleque d'la rage dans les poches manla vie s'endure c'est toutje cut l ma poigne de punchlines
Métallurgie,Lujipeka,mtallurgie bien sr qu'la pente on l'arpentej'ai quelques ennemis aux ardentesquand j'leur ai chant tout est noir ils avaient l'nez dans la blancherendezvous minuit dans la grangej'regarde le monde bruler avec jenna sur ma branchetant pis pour le malheur qu'on engrangeon profite avant qu'on flanchej'prendrai ma retraite dans un ranchj'ai cach l'as dans la manchevodkachivas a s'ambiance mais c'est moi qui paieet c'est moi qui perdon effacera pas l'pass au tipexen ind' j'ai gard les ticketstrain de vie compliqu avant d'briller on s'clairait au briquettu sais c'qu'on veut on garde pas l'tiquettey a du shit sur ma carte d'lecteurj'ai d'quoi leur faire peurboulettes dans les salons j'suis cram comme en secteurj'coute pas la madre j'm'loigne du paradiset vu le train de vie pour nous c'est une balle ou la maladiej'encaisse j'suis all l'cole mais dans la rue j'suis dans l'thmej'ai souvent t du c'est pour a qu'j'me renfermej'ai soign tant d'peines j'me la suis pas mis dans l'zencrois moi qu' dix ans j'me voyais pas faire des crimesa nique ma vie depuis qu'j'expire du shit j'suis parano pour tchiavant d'commencer bibi j'voulais que du guccipuis j'ai pris des baffes par la vie on a les mmes souciselle donne le go pour du venetad'o j'viens c'est pas pareil a pense qu' enculer l'tatla guerre c'est pour l'pouvoir quitte plus entasser des caspar quelle porte j'sais pas mais j'dois m'barrer dans tous les casj'rendrai pas la locationj'vois la mort en rotationj'comprends pas mes motionstoujours la beuh dans le caleonj'fume et j'regarde la lunemetahluji on croise le fer on fait d'la mtallurgiej'ai noy mon amertumej'ai claqu j attends l'effet tu fumes mon shit t'hallucinesj'veux pas grandir j'suis toujours mga conon veut rouler dans des gamos qui f'raient peur megatroncomme des prouveursc'est toujours autotuns qu'on parle de douleursarc en ciel de billets j'ai pris des couleursfashion week decathlon fallwinterj't'insulte ta mre avec un faux compte twitterj'sors des gouts comme splinterma chrie faut pas m'en vouloir si j'ai cass ton p'tit curj'traine avec tte de consanguin on laisse dmarrer les enginsa tire au  long rifle et j'laisse les  au frangincomme une impression qu'y a une lame derrire ton souriretous les jours j'pense au chtiment mais j'ai pas peur de mourira chaque fois qu'a frle le drame a finit en fou rireelle fait que d'me rappeler ma biche faut laisser la fleur pourrirau minimum a finit refait si a finit seulsi a finit sale au cutter sur la plaque grave mes initialesj'rendrai pas la locationj'vois la mort en rotationj'comprends pas mes motionstoujours la beuh dans le caleonj'fume et j'regarde la lunemetahluji on croise le fer on fait d'la mtallurgiej'ai noy mon amertumej'ai claqu j attends l'effet tu fumes mon shit t'hallucines
Sprengkraft,LGM,prengkraft warum bleibt das licht die halbe nacht hellwarum liegen herzen hier zerfetzt auf dem schlachtfeldworte schwingen im tanz der gewaltfinden keine ruh'weil es der andere nicht schnalltunsere meinungen so hart wie stahlich will gehen und dich heiraten am gleichen taggefhle voller ambivalenzenkeiner weicht hier zurck bei diesem kampf den wir kmpfendu kannst schieen doch das kann ich auchsag ist das noch liebe oder hass im bauchdanach sitzt einer weinend am fensterdu und ich das hat sprengkraftdu kannst schieen doch das kann ich auchsag ist das noch liebe oder hass im bauchwir zwei knnen das leider nicht nderndu und ich das hat sprengkraftich war dein superheld du warst mein superstardoch wenn fronten sich verhrten wird es nuklearerst brechen glser dann brechen herzenmanchmal schwer dem anderen gerecht zu werdendie luft ist zum schneidenich hr dich schreienich seh' dich leidenes wird kalt wenn der hass uns gefriertund der streit der dann folgt lsst die stadt explodierentrmmer fliegen und verletzen uns tiefund diese liebe die wir teilen wird zerfetzt in dem beefund diese liebe die wir teilen die muss heilenwas zu viel ist ist zu vielwir brauchen zeitunsere worte kmpfen hart an der frontund wir sind beide schon seit wochen nicht zum atmen gekommennachts baut jeder seinen eigenen schtzengrabenwenn wir rcken an rcken schlafendu kannst schieen doch das kann ich auchsag ist das noch liebe oder hass im bauchdanach sitzt einer weinend am fensterdu und ich das hat sprengkraftdu kannst schieen doch das kann ich auchsag ist das noch liebe oder hass im bauchwir zwei knnen das leider nicht nderndu und ich das hat sprengkraftdie musik zwischen uns voller dysharmonieall die grenzen die wir hatten sie verwischen im kriegich hab es satt ich will kapitulierenstatt auf dich immerzu mit einer waffe zu zielendie dein herz in sekunden zerbrichtall diese wunden fr nichtsirgendwann bringt uns das beide in's graban dem tag wo keiner mehr den anderen magnichts mehr zu retten unsere liebe ist kaputtund statt armors pfeil fliegen kugeln durch die luftstatt geborgenheit rcksichtlose kltewer verletzt wen mehr wir rsten um die wettesind gerne opfer nur der andere hat schuldund eskalieren viel zu stark wir haben keine geduldbist die droge fr mein herznie wieder ein teamdenn diese droge kann auch anders sie ist nitroglycerinwir sehen uns selten und wir halten distanztrotzdem fhren wir weiter krieg statt einem waffenstillstanddenn statt auge in auge bei einer paartherapieschlagen wir uns aus der ferne whatsappartillerieemotionen kochen ber aber nie die vernunftzu explosiv diese mischung der chemie zwischen unsich will dir zeigen dass ich anders kann mein schatzdoch ich frchte heute rollen wieder panzer durch die nachtdu kannst schieen doch das kann ich auchsag ist das noch liebe oder hass im bauchdanach sitzt einer weinend am fensterdu und ich das hat sprengkraftdu kannst schieen doch das kann ich auchsag ist das noch liebe oder hass im bauchwir zwei knnen das leider nicht nderndu und ich das hat sprengkraft
Demuéstralo,Tao,demustralo lyricstodo empez cuando yo estaba como en cuarto gradoescuchaban la corte los vecinos de al ladomi pap tena un jeep montero muy lacreadocon un sonido bestial sin vidrios ahumadosun rotulado de and en la parte de atrsy yo con mis nike al momento al lado de mi papel me llevaba a todos lados donde iba a jugary como yo era un pelao me pona a llorarcuando al final del domingo a mi casa me llevabame deca que no llorar luego me buscabay as es que yo esperaba que la semana pasarapara salir con mi pap otro fin de semanabamos por la autopista a un juego de basquetbolsonando a todo volumen la conspiracinguerrilla seca the noise y tego caldernalimentaban mis ganas de hacer una cancinpocos aos despus de haber entrado al liceome enamor del rap y del liriqueopracticaba todos los das en el espejoy luego me meta con todos en el recreoque lacreo si no lo vivo no lo creopoco a poco me he ganado mis trofeoshoy en da lo que empez de chalequeose ha convertido ms que en una pasin en mi empleoquera cantar en el tiuna y lo hice ms de una vezlos que vea en internet o de la tribunason convives mos de luchas y de fumaes prueba que los sueos si se le cumplen a las personassi tienes un sueo persguelosi en el camino te tiran esquvaloscualquier tipo de muro derrbalosrespira broy si eres el mejor demustralosi tienes un sueo persguelosi en el camino te tiran esquvaloscualquier tipo de muro derrbalosrespira broy si eres el mejor demustraloyendo pa toques vestido hopperdesplazado con grafiteros gastando potesenfiebrao con  cent a lo window shoppertratando de que la nota mi mam no la noterapeando frente al espejo muchas veces me vilos temas de vico c y todos sus cdsme encantaba la serie de tv de will smithtodo eso indica que para hacer rap es que naceminem method man la voz de canel chanteo de sandy  papo y el de magic juanen orishas como le meta roldanardilla vs reke todo eso pa mi fue genialque fino era antes dgalolos mas duros son mis colegas brode novato nos mediamospara ver quien rimando era el mas sdicoera feliz y no sabamos al mximo vivamostodo eso que aprendamos y vivimoses lo que hoy en da yo soysi tienes un sueo persguelosi en el camino te tiran esquvaloscualquier tipo de muro derrbalosrespira broy si eres el mejor demustralosi tienes un sueo persguelosi en el camino te tiran esquvaloscualquier tipo de muro derrbalosrespira broy si eres el mejor demustralo
Say Nothing,Flume,say nothing as far as summer goes i'm not even close mmto wearing you like clothes when nobody's homenow i don't see your ghost everywhere i go oh ohand as far as i know you need me the mostnow i'm not on the inside anymoreyou talk but at the same time say nothingnow all i see is daylight when you're goneif you don't wanna say goodbye say goodbyesay nothing say nothingno running back running backsay nothing say nothingif you don't wanna say goodbyesay nothing say nothingit isn't so bad you should know thatsay nothing say nothingno running back running backyou're lying through your teeth when i turn my headturn my head turn my headas far as subtleties well it's not my best not my best mmit hurts to love and leave i don't love you lssi saw it on your sleeves you made such a messnow i'm not on th inside anymoreyou talk but at the same time say nothingnow all i see is daylight when you're goneif you don't wanna say goodbye say goodbyesay nothing say nothingno running back running backsay nothing say nothingif you don't wanna say goodbyesay nothing say nothingit isn't so bad you should know thatsay nothing say nothingno running back running backit's not harder than you thinkit's not like we ever burnt so bright mmi don't wanna hear a thing so if you don't wanna say goodbyesay nothing say nothing say nothingno running back running backsay nothing say nothingif you don't wanna say goodbye say goodbye say goodbyesay nothing say nothingit isn't so bad you should know thatsay nothing say nothing nothing nothingno running back running backsay nothingsay nothing running back backsay goodbye say goodbyesay nothingnothing nothing
The Neighbourhood - Daddy Issues (Türkçe Çeviri),Genius Türkçe Çeviriler,translationsenglisheskypolski japanesethe neighbourhood  daddy issues trke eviri lyricsjesse rutherford bu ark da len babasyla olan ilikisine deiniyorbabasnn lmn rip  my youth  of those weaks ve greetings from califournia arklarnda anlatmaktadrseni uyuturucu gibi alyorumdilimle tadyorumbana ne dndm sorsana ne dndm syleyeceimher ne hakknda dnyorsanbana unutmayacam bir ey sorama bana tekrar sylemek zorunda kalabilirsinarkadalk uruna yaptklarn lgncagit ve ala kk kzhi kimse senin gibi yapamazsenin iin ne kadar nemli olduunu biliyorumbiliyorum babanla alakal sorunlarn varve eer sen benim kk kzm olsaydnyapabileceim her eyi yapardmseninle kaar ve saklanrdmbaban ile sorunlarn olmas gzelve ben de bunu yapyorumsmini yamura yazmay denedimama hi yamur yamadbu yzden gne'e yazmay denedimglge de ok kt bir zamanda denk geldibana ne dndm sorsana ne ne dndm syleyeceimher ne hakknda dnyorsanbana unutmayacam bir ey syleve bana tekrar sylemek zorunda kalabilirsinarkadalk uruna yapacaklarn lgncagit ve ala kk kzhi kimse senin gibi yapamazsenin iin ne kadar nemli olduunu biliyorumbiliyorum babanla alakal sorunlarn varve eer sen benim kk kzm olsaydnyapabileceim her eyi yapardmseninle kaar ve saklanrdmbaban ile sorunlarn olmas gzelve ben de bunu yapyorumgitmene izin vermeyi deniyorumhayatma nasl devam ettiimi bilmen iin lyorumlk gittiinde alamamtmama imdi sen ldn ve bu actyorbu sefer bilmem gerek babam nereye gittitamamen burada deilimbir yarm kayboldugit ve ala kk ocukbabann da aladn biliyorsunannenin neler yaadn biliyorsunyaknda atlatacaksn sadece koyver gitsingit ve ala kk kzhi kimse senin gibi yapamazsenin iin ne kadar nemli olduunu biliyorumbiliyorum babanla alakal sorunlarn varve eer sen benim kk kzm olsaydnyapabileceim her eyi yapardmseninle kaar ve saklanrdmbaban ile ilgili sorunlarn olmas gzelve ben de bunu yapyorum
Love Is U,Cherrybelle,love is u baby i love you love you love you so muchsince i found that love isyoucintasatu kata penuhmaknacinta bawa hati bahagiadari sekian jutakeindahan duniadi mata hatiku kaulah keindahan hidupkubaby i love you love you love you so muchand i miss you miss you when youre gonebaby i need you need you need you so muchsince i found that love is youcinta temani suka dan duka huucinta bawaku bahagia bahagiadari sekian juta keindahan duniadi mata hatiku mata hatikuhanya kaulah yang aku cintababy i love you love you love you so muchand i miss you miss you when youre gonebaby i need you need you need you so muchsince i found that love is youbaby i miss you baby i need youbaby i miss you baby i need youbaby i miss you baby i need youbaby i miss you baby i need youbaby i love you love you love you so muchand i miss you miss you when youre gonebaby i need you need you need you so muchsince i found that love is youbaby i love you love you love you so muchand i miss you miss you when youre gonebaby i need you need you need you so muchsince i found that love is yousince i found that love is youbaby i miss you baby i need youbaby i miss you baby i need you
Roughing It (Chap. 73),Mark Twain,roughing it chap  lyricsat noon we hired a kanaka to take us down to the ancient ruins at honaunan in his canoeprice two dollarsreasonable enough for a sea voyage of eight miles counting both waysthe native canoe is an irresponsible looking contrivance i cannot think of anything to liken it to but a boy's sled runner hollowed out and that does not quite convey the correct idea it is about fifteen feet long high and pointed at both ends is a foot and a half or two feet deep and so narrow that if you wedged a fat man into it you might not get him out again it sits on top of the water like a duck but it has an outrigger and does not upset easily if you keep still this outrigger is formed of two long bent sticks like plow handles which project from one side and to their outer ends is bound a curved beam composed of an extremely light wood which skims along the surface of the water and thus saves you from an upset on that side while the outrigger's weight is not so easily lifted as to make an upset on the other side a thing to be greatly feared still until one gets used to sitting perched upon this knifeblade he is apt to reason within himself that it would be more comfortable if there were just an outrigger or so on the other side also i had the bow seat and billings sat amidships and faced the kanaka who occupied the stern of the craft and did the paddling with the first stroke the trim shell of a thing shot out from the shore like an arrow there was not much to see while we were on the shallow water of the reef it was pastime to look down into the limpid depths at the large bunches of branching coralthe unique shrubbery of the sea we lost that though when we got out into the dead blue water of the deep but we had the picture of the surf then dashing angrily against the crag bound shore and sending a foaming spray high into the airthere was interest in this beetling border too for it was honeycombed with quaint caves and arches and tunnels and had a rude semblance of the dilapidated architecture of ruined keeps and castles rising out of the restless sea when this novelty ceased to be a novelty we turned our eyes shoreward and gazed at the long mountain with its rich green forests stretching up into the curtaining clouds and at the specks of houses in the rearward distance and the diminished schooner riding sleepily at anchor and when these grew tiresome we dashed boldly into the midst of a school of huge beastly porpoises engaged at their eternal game of arching over a wave and disappearing and then doing it over again and keeping it upalways circling over in that way like so many well submerged wheels but the porpoises wheeled themselves away and then we were thrown upon our own resources it did not take many minutes to discover that the sun was blazing like a bonfire and that the weather was of a melting temperature it had a drowsing effect tooin one place we came upon a large company of naked natives of both sexes and all ages amusing themselves with the national pastime of surfbathing each heathen would paddle three or four hundred yards out to sea taking a short board with him then face the shore and wait for a particularly prodigious billow to come along at the right moment he would fling his board upon its foamy crest and himself upon the board and here he would come whizzing by like a bombshell it did not seem that a lightning express train could shoot along at a more hairlifting speed i tried surfbathing once subsequently but made a failure of it i got the board placed right and at the right moment too but missed the connection myselfthe board struck the shore in three quarters of a second without any cargo and i struck the bottom about the same time with a couple of barrels of water in me none but natives ever master the art of surfbathing thoroughlyat the end of an hour we had made the four miles and landed on a level point of land upon which was a wide extent of old ruins with many a tall cocoanut tree growing among them here was the ancient city of refugea vast inclosure whose stone walls were twenty feet thick at the base and fifteen feet high an oblong square a thousand and forty feet one way and a fraction under seven hundred the other within this inclosure in early times has been three rude temples each two hundred and ten feet long by one hundred wide and thirteen highin those days if a man killed another anywhere on the island the relatives were privileged to take the murderer's life and then a chase for life and liberty beganthe outlawed criminal flying through pathless forests and over mountain and plain with his hopes fixed upon the protecting walls of the city of refuge and the avenger of blood following hotly after himsometimes the race was kept up to the very gates of the temple and the panting pair sped through long files of excited natives who watched the contest with flashing eye and dilated nostril encouraging the hunted refugee with sharp inspiriting ejaculations and sending up a ringing shout of exultation when the saving gates closed upon him and the cheated pursuer sank exhausted at the threshold but sometimes the flying criminal fell under the hand of the avenger at the very door when one more brave stride one more brief second of time would have brought his feet upon the sacred ground and barred him against all harm where did these isolated pagans get this idea of a city of refugethis ancient oriental customthis old sanctuary was sacred to alleven to rebels in arms and invading armies once within its walls and confession made to the priest and absolution obtained the wretch with a price upon his head could go forth without fear and without dangerhe was tabu and to harm him was death the routed rebels in the lost battle for idolatry fled to this place to claim sanctuary and many were thus savedclose to the corner of the great inclosure is a round structure of stone some six or eight feet high with a level top about ten or twelve in diameter this was the place of execution a high palisade of cocoanut piles shut out the cruel scenes from the vulgar multitude here criminals were killed the flesh stripped from the bones and burned and the bones secreted inholes in the body of the structure if the man had been guilty of a high crime the entire corpse was burnedthe walls of the temple are a study the same food for speculation that is offered the visitor to the pyramids of egypt he will find herethe mystery of how they were constructed by a people unacquainted with science and mechanics the natives have no invention of their own for hoisting heavy weights they had no beasts of burden and they have never even shown any knowledge of the properties of the lever yet some of the lava blocks quarried out brought over rough broken ground and built into this wall six or seven feet from the ground are of prodigious size and would weigh tons how did they transport and how raise themboth the inner and outer surfaces of the walls present a smooth front and are very creditable specimens of masonry the blocks are of all manner of shapes and sizes but yet are fitted together with the neatest exactness the gradual narrowing of the wall from the base upward is accurately preservedno cement was used but the edifice is firm and compact and is capable of resisting storm and decay for centuries who built this temple and how was it built and when are mysteries that may never be unraveled outside of these ancient walls lies a sort of coffinshaped stone eleven feet four inches long and three feet square at the small end it would weigh a few thousand pounds which the high chief who held sway over this district many centuries ago brought thither on his shoulder one day to use as a lounge this circumstance is established by the most reliable traditions he used to lie down on it in his indolent way and keep an eye on his subjects at work for him and see that there was no soldiering done and no doubt there was not any done to speak of because he was a man of that sort of build that incites to attention to business on the part of an employeehe was fourteen or fifteen feet high when he stretched himself at full length on his lounge his legs hung down over the end and when he snored he woke the dead these facts are all attested by irrefragable traditionon the other side of the temple is a monstrous seventon rock eleven feet long seven feet wide and three feet thick it is raised a foot or a foot and a half above the ground and rests upon half a dozen little stony pedestals the same old fourteenfooter brought it down from the mountain merely for fun he had his own notions about fun and propped it up as we find it now and as others may find it a century hence for it would take a score of horses to budge it from its position they say that fifty or sixty years ago the proud queen kaahumanu used to fly to this rock for safety whenever she had been making trouble with her fierce husband and hide under it until his wrath was appeased but these kanakas will lie and this statement is one of their ablest effortsfor kaahumanu was six feet highshe was bulkyshe was built like an oxand she could no more have squeezed herself under that rock than she could have passed between the cylinders of a sugar mill what could she gain by it even if she succeeded to be chased and abused by a savage husband could not be otherwise than humiliating to her high spirit yet it could never make her feel so flat as an hour's repose under that rock wouldwe walked a mile over a raised macadamized road of uniform width a road paved with flat stones and exhibiting in its every detail a considerable degree of engineering skill some say that that wise old pagan kamehameha i planned and built it but others say it was built so long before his time that the knowledge of who constructed it has passed out of the traditions in either case however as the handiwork of an untaught and degraded race it is a thing of pleasing interest the stones are worn and smooth and pushed apart in places so that the road has the exact appearance of those ancient paved highways leading out of rome which one sees in picturesthe object of our tramp was to visit a great natural curiosity at the base of the foothillsa congealed cascade of lava some old forgotten volcanic eruption sent its broad river of fire down the mountain side here and it poured down in a great torrent from an overhanging bluff some fifty feet high to the ground below the flaming torrent cooled in the winds from the sea and remains there today all seamed and frothed and rippled a petrified niagara it is very picturesque and withal so natural that one might almost imagine it still flowed a smaller stream trickled over the cliff and built up an isolated pyramid about thirty feet high which has the semblance of a mass of large gnarled and knotted vines and roots and stems intricately twisted and woven togetherwe passed in behind the cascade and the pyramid and found the bluff pierced by several cavernous tunnels whose crooked courses we followed a long distancetwo of these winding tunnels stand as proof of nature's mining abilities their floors are level they are seven feet wide and their roofs are gently arched their height is not uniform however we passed through one a hundred feet long which leads through a spur of the hill and opens out well up in the sheer wall of a precipice whose foot rests in the waves of the sea it is a commodious tunnel except that there are occasional places in it where one must stoop to pass under the roof is lava of course and is thickly studded with little lavapointed icicles an inch long which hardened as they dripped they project as closely together as the iron teeth of a cornsheller and if one will stand up straight and walk any distance there he can get his hair combed free of charge
Determiné,Alonzo,determin sur a tte de mon quartier qu'j'vais leur cabrer sur la ttesya stylesdis leur sud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dterminssud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dterminsen tte queue j'me garre sur l'instruen plaque  entre deux lexusne paniquez pas pour votre rap gameje joue pas avec vous laisse les clash pour eminemwhat's my motherfucking name alonl'enfant du bloc poulette j'fais rapper la guitare de kurt cobainfaut convertir la haine en amour hlmon y gagnera au change on rcolte ce qu'on smementalit western en plein aprm ca tire en plein carmefaut que a cesse coutons l'adnmme si le diable met des survets crocoqui traine dans nos bar faut pas le confondre sinon a fait beng beng bengbenga benga  faut se calmercomment la vie d'un frre peut se lever pour des billets prisonnier de court ou de long termerappelezmoi c'est quoi la libert on a oublisud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dterminssud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dterminsc'est pas les travailleurs mais ceux qui ont peur qui ont vot pour sarkoil a diabolis les quartiers avec ses proposil a pas pris le problme la racine il parle tropon est des caricaturistes on dit que monsieur sarkoc'est le classico l'etat contre le peuple coone crois pas que c'est que ton drapeaudtermins se faire entendre c'est pas des kilos shit que nos mres enfantenton est pas illgaux dans le berceau comprendemolo molo oh petit rigolo tu crois savoiroh malade y a des familles terre sans le moral sans le courage sans le mentalqui squatte les assises  a la fout malon a l'habitude de la guigne la rayaveles coups de matraque et les gardav le placardc'est pas pour nous laisse a aux violeurs dtermins sauver l'honneuron grandit avec diffrentes ambiances sonores on se mlange et alors nos diffrences valent de l'or mi amorsud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dterminssud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dterminson attend plus on est dterroue arrire doigts en l'airprend l'euro coupe l'eausi le taux de problmes t'empgueon attend plus on est dterroue arrire doigts en l'airprend l'euro coupe l'eausi le taux de problmes t'empgue dter sud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dterminssud nord est ouest on est lon a la baraka mme sortis des favelasqui peut nous arrter  fadales hlm sont trop dtermins trop dtermins
Tatoojojo4snapback,Busta Flex,tatoojojosnapback j'porte que du  j'habite dans l'  album disque d'or en jojo j'suis d'attaque ceinture black kamikazej'suis d'attaque peinture blackjack claquej'porte que du  j'habite dans l'  album disque d'or en jojo tatoojojosnapback tatoojojosnapbacktatoojojosnapback tatoojojosnapbackj'ai grandi pinaysurseine une ville de seinesaintdeniscoll gennevilliers argenteuil enghien saintdenisj'ai fait toute ma scolarit dans le mme quartiersport meufs premier bdo dans le mme quartierj'ai frquent des mecs de tous les genres de tous les gesj'ai vit les rageux la jalousie c'est contagieuxpospost sur le terrain d'basket j'attends mes collgueson s'prend pour les chicago bulls depuis l'poque du collgepas d'argent d'poche maman papa roulaient pas sur le roroj'avais un maillot  chicago mais y'avait pas d'taureaudans les annes  dans le sport je voulais percerj'ai dcouvert le rap en mme temps que le rer cpublic enemy ntm iam ejmles little mc de la soul timide et sans complexesolaar fuschnickens onyx l'ambiance des undergroundsj'ai  ans ma vie c'est hiphop et playgroundj'porte que du  j'habite dans l'  album disque d'or en jojo j'suis d'attaque ceinture black kamikazej'suis d'attaque peinture blackjack claquej'porte que du  j'habite dans l'  album disque d'or en jojo tatoojojosnapback tatoojojosnapbacktatoojojosnapback tatoojojosnapbackje dcide sur un coup de tte de me surnommer busta flexmlange de busta rhymes et du dj fonk flexje rappe et j'aime a les mecs du quartier aiment atout pinay aime a maintenant faut que paname aime aj'aime le rap et j'compte bien le faire savoir toute la francesoires radio mixtapes j'nique les micros et j'avancequelques dtracteurs je reste peace pendant qu'on se facteurmais le bon dieu me protge et me dtourne de tous ces acteurset les choses avancent plus vite que prvupremier album disque d'or un bonhomme je suis devenuj'fais mon job plein temps et la fiert de mes parentsj'ai gagn en une heure c'que mon daron touchait par anj'fais mon job plein temps et la fiert de mon quartiermalgr les ragots des jaloux frustrs devant mon succsle gentar arrive les problmes aussije m'en bats les couilles c'qui compte c'est qu'je sois un bon mcflex j'porte que du  j'habite dans l'  album disque d'or en jojo j'suis d'attaque ceinture black kamikazej'suis d'attaque peinture blackjack claquej'porte que du  j'habite dans l'  album disque d'or en jojo tatoojojosnapback tatoojojosnapbacktatoojojosnapback tatoojojosnapback
Uni Duni Tê (Backwards),Hoteldoce,uni duni t backwards  o teu ltimo dia susticoenganouse eu subditoeu te odeio palhaoeu submitomeeste elstico vai fazer um iieu subditoeu me humilhei e trapaos estpido primoesse elstico vai fazer um iieu dou um bicho vagarosoeu me humilhei e trapaoe dou o vinho vinhoquase cav se tem cuidadoj me vmai que estou meio doridoposso levarte ao maior parasoano faz anuais um misto de amor durotalvez genialtu ds pouco caldo de manhs se faro pai nisso um amorque j no vai pra manae da arma eu sonheidar a este pai dlhe de si em madrenazismoesse elstico vai fazer um iieu me submitoeu me humilhei e trapaos estupido primoesse elstico vai fazer um iieu subditoeu me humilhei e trapaos estpido primoquase cave se tem cuidadoj me veemai que estou meio doridoposso levarte ao maior parasoano faz anuais um misto de amor durotalvez genialque j se ao pio deduzia gua do mundo simser bu e como ao moo ser educanteque j sabe escolher o teu paina rea portuguesav a que se alguem j porradaesse elstico vai fazer um iieu me submitoeu me humilhei e trapaos estupido primoesse elstico vai fazer um iieu subditoeu me humilhei e trapaos estpido primoquase ca nem serei empurradotipo se h meu rei de praga e estrumea um de um livro meupassa a cantarte ao parasoano faz anuais um misto de amor durotalvez genialtu ds pouco caldo de manhs se faro pai nisso um amorque j no vai pra manae da arma eu sonheidar a este paidlhe de si em madrenazismo
Portrait Show,Rocket (RocketTheBand1),for this song have yet to be transcribed please check back once the song has been released
